cliente_id,tempo_relacionamento_meses,frequencia_compra_mensal,ticket_medio,dias_desde_ultima_compra,num_categorias_compradas,desconto_medio_solicitado_pct,reclamacoes_ultimo_ano,canal_preferido,categoria_principal,total_gasto,churn
13,3,5.5,1446.71,191,2,3.4,0,WhatsApp,Linha B,2294.9,1
1897,20,0.6,404.32,221,5,6.5,0,App,Linha D,437.25,1
405,15,2.4,1497.19,238,2,2.1,2,App,Linha C,4701.81,1
800,54,0.5,619.16,28,1,6.7,1,Presencial,Linha E,1549.25,1
74,54,4.8,736.21,84,3,2.7,0,WhatsApp,Linha B,11369.54,1
196,37,2.8,1574.93,122,5,12.0,0,WhatsApp,Linha C,13175.18,0
400,8,1.0,808.89,145,5,5.8,0,App,Linha B,694.73,0
309,68,4.0,1143.4,147,4,8.6,1,App,Linha E,31910.81,0
1360,59,3.2,2177.3,122,3,8.2,1,Presencial,Linha B,30709.03,1
1460,49,3.5,604.94,34,2,10.4,0,WhatsApp,Linha E,10086.36,0
1344,67,4.0,754.41,183,3,14.1,1,Telefone,Linha A,12398.7,0
1049,78,3.5,578.73,207,2,5.3,0,Presencial,Linha C,16166.97,1
1196,15,2.8,938.6,90,1,1.1,1,Presencial,Linha E,4044.32,0
216,2,1.7,1462.65,180,2,8.6,0,App,Linha D,474.02,0
1767,11,0.1,914.34,53,3,5.9,1,Telefone,Linha D,94.15,0
998,51,2.3,1943.4,199,1,10.1,0,WhatsApp,Linha B,16955.77,1
164,13,3.3,1191.36,17,2,10.5,0,WhatsApp,Linha B,3987.41,0
860,67,2.5,1383.33,147,4,5.3,1,App,Linha A,20079.1,0
980,95,3.6,1102.77,194,3,4.9,0,Telefone,Linha C,25778.05,0
560,36,0.8,1031.93,180,3,1.0,0,App,Linha E,2760.53,0
1542,30,1.4,964.44,26,3,7.0,0,App,Linha A,3110.89,0
1858,60,0.4,1499.74,71,1,1.9,0,App,Linha C,3176.04,0
539,90,1.0,1047.93,41,1,6.8,1,WhatsApp,Linha D,7732.56,0
1178,40,8.6,1573.2,10,2,4.5,0,Presencial,Linha C,57446.69,0
1761,76,2.3,1523.39,219,3,11.6,0,App,Linha D,22708.43,0
852,95,3.5,1779.93,83,5,4.7,1,App,Linha E,56008.82,0
281,32,2.1,714.12,60,2,9.8,0,Presencial,Linha E,3288.82,0
1925,32,0.3,632.47,178,3,1.8,0,WhatsApp,Linha C,594.47,1
497,52,6.0,1142.63,12,3,7.6,0,WhatsApp,Linha A,37620.53,0
312,21,3.0,1149.17,162,5,11.0,0,WhatsApp,Linha A,5114.49,1
132,62,3.7,957.1,176,5,7.4,0,Presencial,Linha D,19479.16,0
252,67,3.9,418.98,232,5,7.6,0,WhatsApp,Linha C,10853.42,0
1705,42,0.2,1551.02,148,3,2.5,0,App,Linha A,1349.81,0
495,69,0.9,1647.37,98,3,10.2,0,WhatsApp,Linha D,10229.57,1
1210,90,1.0,830.39,108,2,1.7,3,WhatsApp,Linha D,6495.72,1
1590,63,5.0,1652.38,215,2,11.9,0,Telefone,Linha E,44734.19,0
137,91,8.8,663.57,19,2,11.7,1,Telefone,Linha A,34198.25,0
1626,88,5.2,188.24,145,5,3.2,0,WhatsApp,Linha E,6848.09,0
648,39,13.8,748.94,120,2,14.5,1,Presencial,Linha B,37609.54,0
1958,45,3.3,774.14,192,2,10.0,0,App,Linha E,7740.48,1
1954,25,2.1,1225.05,15,5,3.0,0,App,Linha E,5524.77,1
585,9,2.9,515.61,203,5,4.4,0,WhatsApp,Linha C,1102.71,1
1291,92,0.4,705.35,45,1,5.6,0,Telefone,Linha D,1967.64,0
905,47,0.4,1246.28,97,2,4.2,0,App,Linha D,1921.15,0
1813,15,0.6,1224.8,231,4,4.7,0,WhatsApp,Linha C,1162.56,1
360,32,5.8,1765.37,124,3,1.9,0,Telefone,Linha E,30457.31,0
1095,51,0.9,1642.67,78,5,5.0,1,WhatsApp,Linha B,7020.23,0
1012,14,3.7,64.68,36,4,19.9,0,Telefone,Linha A,255.59,1
1184,46,1.6,1785.14,118,3,3.6,1,WhatsApp,Linha C,13097.03,0
708,24,2.4,753.72,16,5,1.7,1,WhatsApp,Linha C,3498.85,0
1667,81,1.2,477.96,192,1,1.3,3,App,Linha A,4613.14,1
240,16,3.0,2273.26,9,4,5.0,0,Telefone,Linha E,10125.88,0
351,37,1.3,450.8,193,4,2.5,0,App,Linha B,1652.97,0
1130,56,0.9,377.43,105,5,8.4,1,App,Linha D,1634.68,0
956,56,4.0,427.03,74,1,6.4,1,Telefone,Linha B,9015.3,1
1146,43,3.6,459.24,207,4,1.3,0,Presencial,Linha B,6845.57,0
936,17,1.3,946.04,162,4,8.8,1,Telefone,Linha B,2224.06,1
1684,40,3.5,828.98,88,5,2.2,0,App,Linha E,10528.61,0
773,74,4.7,945.49,75,1,5.6,0,WhatsApp,Linha E,33710.76,0
1349,37,3.6,1527.26,44,3,5.6,0,WhatsApp,Linha B,13607.41,0
660,92,1.7,300.11,88,1,9.6,1,WhatsApp,Linha D,2921.89,0
867,51,1.0,803.15,107,3,8.9,1,App,Linha A,3631.23,0
1153,6,1.0,1207.16,164,5,6.3,0,Telefone,Linha C,567.04,1
571,30,0.8,1898.76,148,3,6.8,0,WhatsApp,Linha B,2674.7,0
1564,3,1.5,2224.68,2,4,4.5,0,Presencial,Linha D,1002.66,0
1261,49,3.8,493.37,168,3,10.1,0,Presencial,Linha A,5766.11,0
1293,50,2.9,593.47,51,2,4.5,0,Telefone,Linha C,8246.14,0
650,74,1.9,1466.25,225,1,3.7,1,WhatsApp,Linha A,20874.37,0
558,64,3.7,653.81,213,1,8.5,0,WhatsApp,Linha E,15155.22,1
821,91,1.0,1108.36,137,3,14.9,1,Telefone,Linha B,7319.71,0
1423,59,1.4,1721.09,234,5,4.0,1,Telefone,Linha D,12276.06,0
28,89,2.3,633.46,100,4,1.5,0,App,Linha C,13276.5,0
426,54,3.6,744.25,70,4,3.3,1,Presencial,Linha B,11269.81,0
1499,14,1.0,2217.73,195,1,5.2,0,App,Linha D,1860.68,0
1115,27,4.0,1206.65,96,2,14.9,0,Telefone,Linha B,13096.98,0
639,89,1.6,442.88,180,3,6.5,1,App,Linha E,5912.72,0
1447,43,2.1,1899.0,53,2,8.8,1,WhatsApp,Linha B,13858.01,0
488,48,1.3,433.73,181,3,15.5,1,Telefone,Linha C,2691.07,1
949,42,1.4,2473.47,173,1,10.1,1,App,Linha A,9609.41,0
1197,21,3.3,461.81,8,4,10.1,0,App,Linha C,2879.27,0
1085,51,1.0,751.25,60,2,10.2,1,WhatsApp,Linha A,3625.97,0
1250,1,2.1,806.63,162,1,8.4,0,WhatsApp,Linha C,164.22,1
496,34,4.1,605.69,31,5,4.6,0,WhatsApp,Linha A,7104.86,0
598,53,3.4,216.02,192,3,13.1,0,App,Linha E,3624.05,0
1243,20,1.0,1103.25,156,2,6.0,1,WhatsApp,Linha D,1819.85,1
997,26,2.6,920.5,9,1,3.5,0,Telefone,Linha A,4024.34,0
91,87,2.1,581.08,99,1,9.1,0,WhatsApp,Linha E,10017.8,0
51,4,6.3,629.82,79,4,3.5,1,App,Linha E,957.4,0
790,95,3.4,1505.2,127,3,7.3,0,App,Linha B,33447.71,0
263,92,4.2,2645.08,25,5,6.7,0,WhatsApp,Linha B,73211.18,0
712,36,8.1,1098.25,82,3,4.6,0,Telefone,Linha A,33856.97,0
1219,17,0.8,642.66,228,4,5.4,0,App,Linha C,812.91,1
1106,15,1.9,1356.37,6,3,8.3,2,WhatsApp,Linha C,3844.45,0
149,79,7.0,1330.14,116,3,5.0,1,App,Linha E,74974.27,0
1817,64,0.6,708.63,119,2,7.5,0,WhatsApp,Linha B,2920.75,0
391,24,0.4,420.83,169,5,7.4,0,WhatsApp,Linha A,241.91,1
1993,37,1.3,395.91,217,2,5.7,1,App,Linha C,1549.98,0
79,18,1.4,886.89,8,5,8.9,1,App,Linha D,1685.59,0
1411,54,0.6,1688.29,65,5,1.7,1,App,Linha C,3241.56,0
1617,49,2.2,1099.39,10,2,19.4,0,App,Linha B,12828.57,0
1696,27,2.7,638.2,32,4,14.8,1,App,Linha C,4273.47,0
36,15,2.1,766.82,96,5,2.4,0,Presencial,Linha D,2471.58,0
942,67,0.3,246.01,65,1,5.7,1,App,Linha E,511.83,1
1387,25,5.9,1227.39,148,1,4.7,0,Presencial,Linha D,16706.07,0
952,52,0.6,1079.22,33,1,7.5,1,WhatsApp,Linha B,2373.34,0
1797,56,2.7,1510.0,186,3,4.6,0,WhatsApp,Linha E,16443.14,1
324,22,1.0,508.36,89,1,3.6,0,Presencial,Linha E,941.85,0
1090,25,4.1,972.27,134,4,2.6,0,App,Linha D,7223.24,0
7,83,3.4,598.01,113,2,2.0,0,WhatsApp,Linha B,14511.74,0
1246,63,2.6,1698.83,181,3,2.3,2,App,Linha E,28390.1,1
1946,60,2.6,982.91,91,1,3.5,0,WhatsApp,Linha E,14538.6,0
1126,31,2.6,860.77,55,4,7.4,0,WhatsApp,Linha C,6178.77,0
453,9,3.5,414.74,131,3,3.7,1,Telefone,Linha D,1168.47,0
925,64,2.4,1392.99,212,2,8.2,0,Telefone,Linha E,13258.83,0
816,38,0.8,445.8,156,2,12.6,0,App,Linha D,943.28,0
1725,60,1.5,1102.84,77,2,2.3,0,App,Linha C,9774.65,1
217,92,1.8,1218.23,188,4,17.2,0,Telefone,Linha A,18551.68,1
1820,12,0.8,249.68,228,3,9.3,1,Telefone,Linha E,241.96,1
396,36,4.6,231.23,202,1,5.3,0,Telefone,Linha D,3848.2,0
1588,39,0.6,1784.54,150,1,9.6,0,App,Linha C,3444.98,0
792,39,3.6,1977.93,62,3,8.4,0,Presencial,Linha D,16500.96,0
1157,90,1.2,953.76,110,5,11.1,1,WhatsApp,Linha A,6297.02,0
1917,75,1.0,4230.78,209,2,6.3,0,Telefone,Linha E,23368.43,1
504,4,5.7,1517.15,133,1,15.5,0,App,Linha D,2690.75,0
734,6,2.7,945.82,128,5,8.8,0,App,Linha B,1334.59,0
384,48,1.1,407.71,104,5,5.1,0,WhatsApp,Linha B,1381.73,0
726,33,1.8,641.81,100,4,2.9,0,WhatsApp,Linha C,3320.89,0
311,14,0.6,1879.44,110,2,3.3,0,App,Linha A,1272.6,0
595,25,1.6,701.37,36,3,3.2,0,App,Linha A,2623.02,0
921,23,0.6,1040.17,142,4,4.8,0,App,Linha C,1166.18,0
521,43,7.9,1681.41,20,1,8.6,0,WhatsApp,Linha B,54506.38,0
1691,45,3.0,927.69,79,4,3.0,0,Telefone,Linha D,10084.34,1
1614,54,1.6,2497.27,135,4,6.0,0,App,Linha C,12709.79,1
922,18,7.8,2079.68,86,4,16.2,0,Telefone,Linha B,17615.14,0
1708,53,0.6,1602.75,172,3,4.2,0,Telefone,Linha A,4427.65,0
1570,62,1.4,1858.57,83,4,7.7,1,App,Linha E,17270.11,0
206,58,4.2,434.65,59,1,3.0,0,Presencial,Linha B,8660.24,0
1871,94,2.4,483.87,6,4,2.3,2,Telefone,Linha D,11018.2,0
786,65,0.6,2178.02,77,4,9.0,1,WhatsApp,Linha C,8302.84,0
1772,51,2.0,827.77,21,1,2.3,1,App,Linha E,5947.45,0
760,21,3.4,422.67,122,3,4.0,0,App,Linha B,2706.12,1
1785,29,1.1,935.83,64,4,5.4,1,App,Linha D,3011.01,0
1771,32,1.7,1295.17,178,4,7.9,0,App,Linha D,5107.45,0
1516,31,6.6,1334.87,188,4,8.2,0,Telefone,Linha D,22696.14,0
1982,79,1.0,995.66,31,2,6.9,2,WhatsApp,Linha D,7504.92,0
1323,48,3.1,422.52,203,4,7.9,0,App,Linha E,5067.42,0
1747,17,4.8,645.25,209,2,4.9,0,WhatsApp,Linha A,4918.14,0
664,1,0.5,1698.28,105,4,3.2,0,App,Linha B,86.95,1
679,45,1.2,991.59,230,3,4.1,1,Presencial,Linha B,5320.95,1
881,90,1.8,609.48,79,4,6.2,1,App,Linha B,10309.47,0
575,89,3.8,815.27,50,4,3.3,0,WhatsApp,Linha B,19388.48,1
1535,33,1.5,670.48,175,1,9.3,1,Telefone,Linha B,2648.77,0
630,29,2.3,1218.56,44,3,5.6,2,WhatsApp,Linha E,6673.3,0
316,7,4.3,1323.7,232,1,7.3,0,App,Linha C,2851.8,1
743,5,2.2,872.5,36,4,7.9,0,App,Linha B,904.17,0
1104,42,0.8,1121.15,190,5,4.6,1,App,Linha E,2670.92,1
1746,64,3.9,1757.96,13,4,2.0,0,WhatsApp,Linha C,41718.11,0
787,32,2.7,1361.26,133,5,6.6,0,App,Linha C,9646.63,0
1521,37,3.3,953.93,103,5,1.3,0,Telefone,Linha D,7335.26,1
1532,25,3.9,476.35,131,5,8.5,0,Presencial,Linha D,4709.76,0
27,22,2.3,355.38,167,2,12.6,1,WhatsApp,Linha C,1305.32,1
1892,79,2.3,985.81,111,1,8.6,0,Presencial,Linha E,16078.96,0
1166,43,2.1,467.74,191,5,2.5,0,App,Linha C,3045.51,0
1844,60,2.1,765.94,34,5,7.2,0,Presencial,Linha E,9329.75,0
1714,78,2.2,1082.12,167,2,6.1,0,App,Linha A,12373.25,0
257,33,2.4,743.62,84,3,5.6,0,WhatsApp,Linha D,5757.68,1
1311,88,0.2,1678.78,219,5,13.6,0,App,Linha B,2281.6,1
1235,26,2.8,994.34,69,1,2.9,0,Telefone,Linha D,7632.86,1
1574,65,8.0,1089.65,216,4,3.7,0,App,Linha A,58430.27,0
189,77,1.4,2724.64,65,1,4.5,0,App,Linha A,28200.88,0
190,3,0.3,1664.33,50,2,4.1,0,Telefone,Linha C,115.05,1
1458,44,3.7,1479.83,233,2,1.6,0,Telefone,Linha B,17114.35,0
663,39,1.3,601.1,33,2,2.8,1,Presencial,Linha B,2550.71,0
243,70,2.3,1072.02,199,2,6.5,0,Telefone,Linha E,17290.63,1
1773,75,1.0,1218.41,112,1,8.4,1,Presencial,Linha A,8719.75,0
1282,55,4.1,663.6,111,4,11.1,1,Telefone,Linha B,14942.97,0
689,57,0.8,458.02,75,4,3.9,0,App,Linha E,1234.36,0
826,88,2.5,751.01,222,2,12.7,0,WhatsApp,Linha C,11829.29,1
864,32,1.5,2186.09,75,2,6.0,1,App,Linha A,7393.29,0
499,10,2.9,1971.7,80,2,3.4,1,App,Linha D,4573.64,1
42,55,1.4,636.93,186,5,5.0,0,WhatsApp,Linha D,4512.99,1
895,63,3.1,1190.4,116,1,8.9,0,WhatsApp,Linha D,20665.26,0
449,90,1.5,726.65,95,2,5.3,0,Presencial,Linha A,6012.23,1
100,89,1.6,1025.88,163,4,3.9,0,Presencial,Linha E,13080.16,1
1356,24,0.3,1460.37,30,2,14.9,0,Telefone,Linha D,825.45,0
1726,64,1.9,880.3,55,2,1.9,0,Presencial,Linha B,8894.13,0
899,26,1.7,1449.21,53,3,9.0,2,App,Linha B,3834.03,0
583,19,2.5,1439.72,14,2,4.7,0,App,Linha B,5879.65,0
1397,40,3.0,693.98,66,3,3.1,0,Telefone,Linha C,8734.39,0
485,16,2.0,1053.24,113,5,2.4,2,WhatsApp,Linha D,3334.34,0
1414,53,2.9,1983.87,78,5,3.3,0,App,Linha E,26007.75,0
721,64,1.7,907.7,106,2,2.7,1,App,Linha C,6297.56,1
1904,77,1.7,392.59,93,4,3.7,0,WhatsApp,Linha A,4817.93,1
1749,22,1.9,1347.16,36,3,4.8,0,WhatsApp,Linha D,4707.54,1
251,90,5.5,1219.29,43,4,2.2,1,WhatsApp,Linha A,45991.68,0
437,40,2.7,1180.93,94,1,6.3,0,WhatsApp,Linha E,12906.98,0
77,93,5.4,458.9,172,2,7.4,0,Telefone,Linha D,21566.62,1
1544,13,4.2,742.51,50,2,3.0,0,WhatsApp,Linha D,3051.64,0
1207,35,3.7,2015.85,201,2,6.6,3,Presencial,Linha A,16071.78,1
720,41,2.7,632.0,23,1,4.1,1,App,Linha C,5343.11,0
517,33,0.8,921.72,237,3,5.6,0,Presencial,Linha C,2517.63,1
820,79,2.4,2021.67,70,4,7.1,1,App,Linha B,22442.83,0
891,47,6.6,543.76,50,1,6.0,0,App,Linha A,15275.98,0
1650,59,3.5,1538.85,97,1,6.1,0,WhatsApp,Linha E,23072.36,1
1655,5,4.5,138.36,229,3,5.4,0,App,Linha D,237.22,1
686,36,0.5,434.19,117,2,8.4,3,App,Linha C,654.27,1
1386,37,5.6,2443.07,167,2,4.2,1,App,Linha D,42972.21,0
1214,7,2.5,981.67,136,4,5.8,0,Presencial,Linha B,1263.22,0
440,13,1.1,2391.0,15,5,5.2,0,WhatsApp,Linha C,2489.54,1
420,86,0.6,1196.58,124,5,11.2,1,Telefone,Linha C,5285.89,0
1857,48,2.6,1914.31,36,3,9.2,0,Telefone,Linha C,20298.05,0
832,29,4.9,593.76,155,4,7.6,1,WhatsApp,Linha D,5649.9,0
1400,71,0.8,2878.13,43,2,5.9,0,Presencial,Linha C,11973.54,0
993,66,3.3,825.04,148,1,4.4,1,WhatsApp,Linha E,14231.38,1
778,78,1.2,814.95,197,5,10.0,0,WhatsApp,Linha C,5689.79,0
503,69,2.6,1512.41,52,3,6.9,0,App,Linha B,27251.06,0
1159,12,0.6,1370.28,195,5,8.0,0,WhatsApp,Linha A,883.99,1
1953,13,1.1,1359.0,72,1,5.0,0,Presencial,Linha A,1944.03,0
1482,89,0.3,1137.86,59,5,16.6,1,App,Linha E,2252.95,1
1520,3,5.0,412.9,159,3,2.9,0,App,Linha A,364.06,0
1709,30,4.7,561.37,226,1,6.8,0,Telefone,Linha E,4968.49,1
201,59,4.8,1507.99,41,1,6.2,2,WhatsApp,Linha B,31846.08,0
350,6,1.0,653.37,40,5,0.7,1,App,Linha A,267.29,0
1258,32,3.6,1254.86,176,5,6.6,2,App,Linha B,14541.2,1
840,88,0.3,818.33,8,5,5.6,0,App,Linha A,1817.48,0
1145,26,0.5,727.95,224,5,8.4,1,App,Linha B,583.19,1
636,86,4.8,1694.87,18,1,7.7,0,Telefone,Linha B,66357.23,0
1413,51,2.8,1055.82,132,1,6.1,0,WhatsApp,Linha B,9033.69,0
1388,76,3.0,1284.29,82,3,7.4,0,Telefone,Linha D,25349.2,0
319,33,2.0,473.36,91,4,1.3,0,Presencial,Linha A,2009.92,0
60,92,0.6,2330.8,38,4,4.3,0,App,Linha A,8758.56,0
1368,25,0.7,801.77,35,5,5.4,0,Presencial,Linha E,859.63,0
582,61,2.9,1312.8,41,2,2.8,0,Presencial,Linha E,18586.49,0
356,95,3.4,2014.27,137,3,5.1,1,WhatsApp,Linha E,52747.27,0
1239,71,1.9,323.02,184,5,8.5,0,App,Linha A,2793.15,1
1113,38,2.6,1101.4,90,3,3.5,0,App,Linha B,11409.53,1
494,10,1.5,599.96,167,5,4.4,0,Telefone,Linha B,528.55,1
1314,46,1.2,2040.43,43,4,4.0,0,Telefone,Linha C,10364.94,0
724,17,1.9,1109.22,227,5,3.5,2,Telefone,Linha B,3202.29,1
181,62,9.8,1807.85,105,4,6.2,0,Telefone,Linha E,99005.93,0
1495,26,0.8,1467.34,212,4,5.3,0,WhatsApp,Linha D,1955.91,0
245,93,2.3,1046.19,27,5,6.3,0,App,Linha A,13607.8,0
1698,60,2.6,1942.78,39,1,2.5,0,App,Linha D,19002.04,0
275,2,3.3,1554.02,8,2,5.1,0,Telefone,Linha A,1002.54,0
1643,42,2.3,1027.8,59,5,8.9,1,Presencial,Linha E,7028.25,0
577,13,3.2,768.85,47,1,6.3,1,App,Linha D,2593.0,0
1200,53,2.9,554.96,211,3,4.2,0,App,Linha D,5663.35,0
393,60,3.4,2197.24,214,1,2.6,0,App,Linha A,43975.75,1
1585,61,3.4,582.73,202,3,1.9,1,App,Linha E,11400.83,0
221,19,0.8,1423.1,24,4,5.7,0,WhatsApp,Linha B,1585.21,0
235,24,4.3,1587.19,201,4,14.4,0,WhatsApp,Linha B,13886.6,0
941,10,1.0,1572.75,165,3,4.5,0,Telefone,Linha D,1578.12,1
35,80,1.7,1064.58,223,3,8.7,0,WhatsApp,Linha D,13615.33,0
86,95,1.3,762.34,170,5,11.9,0,Telefone,Linha D,9348.72,1
747,49,1.2,2395.9,53,3,1.8,1,WhatsApp,Linha C,14749.74,1
157,4,2.5,285.58,90,5,5.1,1,App,Linha B,292.44,0
1756,50,1.5,949.71,95,5,3.9,1,App,Linha B,7615.24,1
1260,29,0.3,340.74,178,4,7.6,0,Presencial,Linha E,241.49,0
1769,6,0.9,2323.67,151,1,5.2,0,WhatsApp,Linha B,1340.2,1
1124,38,3.9,1355.43,78,5,4.7,0,Presencial,Linha E,21722.24,0
1006,84,3.3,1368.07,207,1,4.8,0,App,Linha C,35660.39,0
913,88,4.3,1208.13,211,2,4.8,0,Telefone,Linha B,39886.38,0
364,18,3.1,1089.14,89,5,2.9,0,App,Linha A,4798.69,0
1722,27,3.3,330.92,17,4,4.4,0,Telefone,Linha D,2799.39,0
1046,62,3.1,1385.78,31,4,3.9,0,Presencial,Linha A,23593.02,0
1083,14,1.0,1581.65,51,5,2.0,0,App,Linha D,1316.37,0
1353,53,3.5,996.45,101,3,4.1,1,WhatsApp,Linha B,13510.16,0
381,33,1.9,978.38,8,4,8.0,0,App,Linha A,6315.79,0
1815,61,2.6,252.94,164,2,4.1,0,Presencial,Linha E,4217.51,0
1329,23,3.5,1645.13,127,4,2.3,0,App,Linha B,10060.76,0
510,32,0.3,397.61,165,5,3.6,0,Telefone,Linha B,316.83,0
68,81,3.1,1905.15,120,3,2.8,0,WhatsApp,Linha C,32307.92,0
1778,29,1.7,987.78,30,5,3.0,0,Telefone,Linha A,2937.5,0
1209,25,3.6,1020.63,190,2,5.8,0,App,Linha B,5955.69,1
1129,52,1.4,1790.06,34,4,14.2,0,App,Linha D,13792.23,0
1177,78,3.0,794.0,76,4,6.0,0,Telefone,Linha D,16917.64,0
1109,94,2.4,767.65,149,5,9.8,0,WhatsApp,Linha D,13640.86,1
188,62,1.8,1114.1,43,1,3.6,0,App,Linha E,7556.19,0
472,16,4.5,248.48,69,1,8.0,0,WhatsApp,Linha B,1439.15,1
1824,27,2.8,518.77,31,4,7.1,1,Telefone,Linha A,3675.59,0
394,7,0.9,673.99,42,2,1.9,0,App,Linha C,385.07,1
1249,71,0.4,825.89,82,4,7.5,0,Telefone,Linha C,2128.56,0
1816,35,1.2,355.28,29,3,4.5,0,App,Linha B,1346.15,0
1081,72,3.3,1555.31,111,2,14.0,1,Presencial,Linha B,28570.29,1
1286,74,1.2,1722.46,177,4,11.8,1,App,Linha B,14664.86,1
962,21,0.8,626.22,5,2,5.7,0,WhatsApp,Linha A,659.58,0
348,93,1.2,470.37,220,1,5.2,0,App,Linha E,5053.45,1
75,4,2.1,480.45,31,1,7.2,1,Telefone,Linha C,423.24,0
330,27,1.4,1983.66,25,1,2.2,0,App,Linha E,7488.72,0
1595,77,0.3,952.87,148,4,12.3,0,WhatsApp,Linha D,1867.0,1
1098,70,1.3,1633.0,86,3,1.6,0,App,Linha E,12384.53,1
1409,64,0.8,1033.83,169,3,2.9,0,App,Linha C,3920.33,0
1144,36,1.2,814.97,48,3,6.4,1,WhatsApp,Linha C,2190.0,1
135,44,1.4,837.57,175,4,5.7,1,WhatsApp,Linha C,4002.87,1
104,15,0.8,1375.01,134,4,4.3,0,WhatsApp,Linha C,1503.33,1
10,75,5.2,1339.13,129,4,1.7,1,WhatsApp,Linha E,37406.52,0
1930,50,2.3,814.77,163,1,4.8,1,Telefone,Linha E,8059.74,1
544,90,1.3,2869.9,127,2,0.4,0,Telefone,Linha E,26669.54,0
1543,13,1.3,1155.27,136,1,3.3,0,WhatsApp,Linha B,1362.28,1
11,88,1.8,1182.32,58,4,10.1,1,Telefone,Linha D,15134.6,0
919,7,5.7,558.06,77,1,2.5,1,App,Linha E,1550.24,0
1181,11,2.8,428.0,42,1,9.0,0,App,Linha E,1098.42,1
640,45,3.0,1649.52,38,4,2.5,1,Telefone,Linha A,18173.32,0
1013,64,2.3,1232.19,117,1,2.4,0,App,Linha E,14215.98,0
827,79,2.6,729.9,95,3,7.7,0,Presencial,Linha C,13920.56,0
767,5,0.4,1906.42,156,4,4.6,2,App,Linha E,233.05,0
1117,33,2.8,868.64,87,4,6.9,0,App,Linha E,8106.46,0
1720,13,1.2,1342.37,156,2,4.5,0,WhatsApp,Linha A,1800.84,0
65,47,6.2,1105.84,56,1,6.7,1,Telefone,Linha C,34269.78,0
285,80,2.9,1145.28,91,5,1.6,0,App,Linha A,20266.55,0
1241,84,9.7,801.58,93,4,6.0,1,App,Linha E,53778.78,0
1575,53,3.3,1450.81,61,2,11.9,0,App,Linha C,18987.87,0
617,74,4.6,1464.36,58,2,8.6,2,App,Linha C,30562.85,1
1021,50,3.7,442.08,237,1,4.3,0,WhatsApp,Linha E,8173.01,1
371,24,1.2,446.78,52,4,6.1,0,Presencial,Linha B,1141.65,0
1819,24,1.6,1226.44,113,5,3.9,0,App,Linha D,2995.62,1
1037,75,1.2,583.75,63,5,5.5,0,App,Linha C,3943.87,1
1609,41,1.1,1303.22,37,2,8.3,0,WhatsApp,Linha A,4714.23,1
126,72,4.8,729.95,125,1,7.1,0,WhatsApp,Linha C,15983.36,0
1834,27,2.4,227.63,15,2,1.3,0,App,Linha D,946.3,0
408,32,1.9,1845.37,85,3,2.5,0,Telefone,Linha B,11574.18,0
683,80,1.3,979.13,108,2,7.3,0,WhatsApp,Linha C,10307.06,0
1985,49,4.1,797.95,149,1,5.7,0,Telefone,Linha E,14220.55,0
1526,87,2.7,528.89,234,1,0.8,0,App,Linha D,13277.93,1
474,86,2.2,2808.5,203,4,8.6,1,App,Linha D,42759.51,0
140,47,0.6,886.06,101,4,6.5,0,App,Linha A,1522.96,0
1569,18,3.2,468.81,22,4,2.2,0,WhatsApp,Linha E,2784.0,0
192,72,1.5,794.59,1,1,8.2,0,App,Linha B,6165.84,0
1744,68,1.6,527.02,156,2,7.4,0,App,Linha D,5233.17,1
483,69,2.0,740.13,46,4,5.6,1,App,Linha C,9768.49,0
1607,57,3.0,1515.03,228,5,3.2,0,Telefone,Linha D,23742.07,0
1389,87,1.0,1240.29,50,2,6.1,1,App,Linha E,7539.27,0
321,76,5.6,285.35,230,4,16.5,1,App,Linha B,7827.18,1
1712,82,1.8,1998.45,225,2,1.6,1,App,Linha E,24021.67,1
755,27,0.8,397.31,130,1,2.0,2,WhatsApp,Linha A,790.12,1
1960,93,5.6,707.49,75,4,8.5,0,App,Linha A,32504.94,1
431,5,2.2,1032.71,118,2,13.3,0,WhatsApp,Linha D,1064.79,0
1952,12,2.2,1362.84,150,5,4.6,0,WhatsApp,Linha C,3776.51,1
1297,65,1.7,1207.13,128,3,7.7,0,Presencial,Linha D,13297.15,0
1395,6,0.7,172.86,53,5,6.0,0,App,Linha E,75.67,0
208,12,0.1,432.87,162,5,1.2,0,WhatsApp,Linha E,35.77,1
238,86,2.5,1158.2,202,3,6.3,0,WhatsApp,Linha E,24725.72,0
1004,68,2.5,1323.56,163,5,5.8,0,App,Linha D,14330.35,1
346,92,4.3,2217.08,34,3,18.4,1,WhatsApp,Linha E,63813.82,0
963,70,3.1,438.41,34,4,2.5,0,App,Linha C,8732.42,1
1724,95,5.9,557.68,215,2,3.4,1,Telefone,Linha D,24715.78,1
1164,89,2.2,2322.03,86,5,5.2,1,WhatsApp,Linha B,45109.94,1
1735,28,1.5,1206.38,169,5,9.7,0,App,Linha D,4486.53,0
458,34,4.2,804.74,214,5,4.1,0,WhatsApp,Linha E,8184.92,1
301,82,4.4,3291.26,131,1,0.1,2,WhatsApp,Linha B,91274.36,0
1886,88,0.8,675.55,178,5,9.0,0,App,Linha C,2986.98,0
460,89,4.1,1202.67,174,5,1.4,0,App,Linha D,39223.2,0
943,18,1.5,304.09,118,5,2.7,0,Telefone,Linha D,866.62,0
